1135787	0	0	0	0	0	0	0	0	0	0
281922	0	0	0	0	0	0	0	0	0	0
120233	0	0	0	0	0	0	0	0	0	0
319757	0	0	0	0	0	0	0	0	0	0
193633	0	0	0	0	0	0	0	0	0	0
50229	0	0	0	0	0	0	0	0	0	0
130810	0	0	0	0	0	0	0	0	0	0
138208	0	0	0	0	0	0	0	0	0	0
334554	0	0	0	0	0	0	0	0	0	0
204203	0	0	0	0	0	0	0	0	0	0
17356	0	0	0	0	0	0	0	0	0	0
253939	0	0	0	0	0	0	0	0	0	0
1135786	0	0	0	0	0	0	0	0	0	0
231134	0	0	0	0	0	0	0	0	0	0
341964	0	0	0	0	0	0	0	0	0	0
303614	0	0	0	0	0	0	0	0	0	0
292073	0	0	0	0	0	0	0	0	0	0
105519	0	0	0	0	0	0	0	0	0	0
176276	0	0	0	0	0	0	0	0	0	0
1125010	0	0	0	0	0	0	0	0	0	0
275413	0	0	0	0	0	0	0	0	0	0
146062	0	0	0	0	0	0	0	0	0	0
322031	0	0	0	0	0	0	0	0	0	0
1125005	0	0	0	0	0	0	0	0	0	0
234528	0	0	0	0	0	0	0	0	0	0
169964	0	0	0	0	0	0	0	0	0	0
18308	0	0	0	0	0	0	0	0	0	0
358178	0	0	0	0	0	0	0	0	0	0
105198	0	0	0	0	0	0	0	0	0	0
161755	0	0	0	0	0	0	0	0	0	0
283106	0	0	0	0	0	0	0	0	0	0
253834	0	0	0	0	0	0	0	0	0	0
301162	0	0	0	0	0	0	0	0	0	0
1124997	0	0	0	0	0	0	0	0	0	0
305205	0	0	0	0	0	0	0	0	0	0
43323	0	0	0	0	0	0	0	0	0	0
1124995	0	0	0	0	0	0	0	0	0	0
119821	0	0	0	0	0	0	0	0	0	0
28484	0	0	0	0	0	0	0	0	0	0
268916	0	0	0	0	0	0	0	0	0	0
1124989	0	0	0	0	0	0	0	0	0	0
164506	0	0	0	0	0	0	0	0	0	0
131237	0	0	0	0	0	0	0	0	0	0
170058	0	0	0	0	0	0	0	0	0	0
138838	0	0	0	0	0	0	0	0	0	0
1124980	0	0	0	0	0	0	0	0	0	0
284933	0	0	0	0	0	0	0	0	0	0
179466	0	0	0	0	0	0	0	0	0	0
245447	0	0	0	0	0	0	0	0	0	0
199881	0	0	0	0	0	0	0	0	0	0
15811	0	0	0	0	0	0	0	0	0	0
53212	0	0	0	0	0	0	0	0	0	0
266522	0	0	0	0	0	0	0	0	0	0
46841	0	0	0	0	0	0	0	0	0	0
223949	0	0	0	0	0	0	0	0	0	0
16500	0	0	0	0	0	0	0	0	0	0
1124964	0	0	0	0	0	0	0	0	0	0
164099	0	0	0	0	0	0	0	0	0	0
24589	0	0	0	0	0	0	0	0	0	0
1124962	0	0	0	0	0	0	0	0	0	0
75730	0	0	0	0	0	0	0	0	0	0
99477	0	0	0	0	0	0	0	0	0	0
280651	0	0	0	0	0	0	0	0	0	0
120961	0	0	0	0	0	0	0	0	0	0
278620	0	0	0	0	0	0	0	0	0	0
368514	0	0	0	0	0	0	0	0	0	0
25917	0	0	0	0	0	0	0	0	0	0
290331	0	0	0	0	0	0	0	0	0	0
1124951	0	0	0	0	0	0	0	0	0	0
128759	0	0	0	0	0	0	0	0	0	0
274044	0	0	0	0	0	0	0	0	0	0
301672	0	0	0	0	0	0	0	0	0	0
117755	0	0	0	0	0	0	0	0	0	0
197438	0	0	0	0	0	0	0	0	0	0
195887	0	0	0	0	0	0	0	0	0	0
216895	0	0	0	0	0	0	0	0	0	0
44652	0	0	0	0	0	0	0	0	0	0
341511	0	0	0	0	0	0	0	0	0	0
86064	0	0	0	0	0	0	0	0	0	0
375436	0	0	0	0	0	0	0	0	0	0
159141	0	0	0	0	0	0	0	0	0	0
82969	0	0	0	0	0	0	0	0	0	0
127493	0	0	0	0	0	0	0	0	0	0
75771	0	0	0	0	0	0	0	0	0	0
242699	0	0	0	0	0	0	0	0	0	0
